Genes	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3	WT_1	WT_2	WT_3
YOR347C	422	733	645	412	547	332	454	574	283
YOR348C	1075	2249	2082	1196	2117	1247	578	677	472
YOR349W	185	292	191	127	221	135	139	151	108
YOR350C	137	236	154	139	172	112	152	211	119
YOR351C	13	17	17	3	21	7	26	24	12
YOR352W	94	227	167	88	197	84	100	143	65
YOR353C	309	588	558	273	398	336	398	445	285
YOR354C	1186	2106	1657	1057	1397	987	1468	1773	1009
YOR355W	628	1193	991	481	834	573	753	879	638
YOR356W	1771	3190	2829	1436	2251	1672	1834	1924	1249
YOR357C	217	470	332	221	320	214	242	280	181
YOR358W	165	264	203	107	194	132	152	221	115
YOR359W	209	404	247	191	253	178	246	268	128
YOR360C	344	593	518	263	433	275	326	387	280
YOR361C	2677	4659	4320	2382	3072	2432	3048	3849	2511
YOR362C	2249	4020	3267	1981	2695	1858	1964	2317	1685
YOR363C	441	611	609	309	492	364	330	514	325
YOR365C	11	21	18	15	37	8	16	34	23
YOR367W	185	325	255	126	181	162	168	149	105
YOR368W	121	205	192	109	127	114	141	154	129
YOR369C	17727	30239	26069	13995	20114	16098	18345	19923	14353
YOR370C	710	1379	1166	651	992	786	946	901	583
YOR371C	611	926	934	403	840	444	665	812	486
YOR372C	188	438	301	200	299	187	266	259	223
YOR373W	360	650	537	356	508	332	427	475	271
YOR374W	3078	5596	4867	2749	4401	2758	1958	2171	1572
YOR375C	19246	37245	30702	17425	25484	18611	20757	22544	16380
YOR376W-A	30	51	53	28	34	67	44	43	44
YOR377W	138	236	220	132	190	126	144	207	146
YOR378W	35	60	62	28	68	52	26	41	36
YOR380W	78	177	134	93	150	128	111	157	68
YOR381W	44	102	85	47	71	39	58	56	42
YOR381W-A	1	6	0	5	2	3	0	1	0
YOR382W	42	79	46	35	66	49	48	56	30
YOR383C	40	95	73	69	121	76	39	77	59
YOR384W	0	6	2	0	12	0	7	3	0
YOR385W	98	162	135	79	142	99	113	178	57
YOR386W	144	200	187	151	193	104	178	189	101
YOR387C	0	2	0	0	3	0	0	0	0
YOR388C	9	13	8	15	16	2	9	12	14
YOR389W	157	379	338	168	324	286	309	329	222
YOR390W	260	368	348	245	309	154	256	297	210
YOR391C	27	17	20	17	26	6	31	24	15
YOR393W	103	211	141	107	237	94	139	153	95
YOR394C-A	0	4	0	0	3	0	11	0	0
YOR394W	3	29	10	10	9	5	9	13	8
YOR396W	759	1249	1082	807	1149	751	983	1348	743
YPL001W	217	364	275	151	260	151	263	365	200
YPL002C	92	233	208	124	152	98	149	190	147
YPL003W	81	215	158	104	149	99	154	168	58
YPL004C	2447	4250	3536	2223	3015	2059	2160	2616	1648
YPL005W	119	160	107	108	113	96	114	91	89
YPL006W	614	967	970	509	799	519	658	887	494
YPL007C	142	304	261	147	240	128	182	238	130
YPL008W	277	431	336	151	359	191	288	303	264
YPL009C	1006	1610	1413	692	1116	787	958	1111	755
YPL010W	736	1441	1156	641	969	689	883	1038	706
YPL011C	289	431	382	152	339	209	311	332	233
YPL012W	1510	2422	2233	1192	1583	1316	1551	1651	1160
YPL013C	492	972	816	532	738	554	694	726	580
YPL014W	57	111	141	63	105	104	102	165	69
YPL015C	504	825	661	411	590	397	486	561	355
YPL016W	527	879	879	381	629	397	486	608	385
YPL017C	22	52	20	17	29	41	28	36	14
YPL018W	80	165	111	106	131	94	203	297	126
YPL019C	853	1734	1312	926	1126	844	3236	3847	2160
YPL020C	193	377	272	170	243	198	262	234	158
YPL021W	3	0	6	1	0	0	5	2	4
YPL022W	495	847	779	394	753	470	542	687	458
YPL023C	906	1373	1086	582	1001	749	876	1019	579
YPL024W	216	340	281	178	286	189	241	284	191
YPL026C	510	856	753	361	580	427	585	717	473
YPL027W	1	0	13	0	5	0	6	0	0
YPL028W	2691	5081	4390	2629	3243	2489	3037	3732	2252
YPL029W	322	560	484	285	439	311	453	385	253
YPL030W	264	561	470	295	299	252	277	329	177
YPL031C	392	730	599	311	502	281	398	483	284
YPL032C	888	1444	1419	733	1130	740	1006	1215	802
YPL033C	0	0	3	0	0	0	0	0	0
YPL034W	110	134	180	78	118	127	105	135	123
YPL036W	3694	7258	5696	3340	4649	3297	3974	4556	2823
YPL037C	1592	3206	2443	1481	1944	1511	1996	2543	1332
YPL038W	91	121	67	65	102	67	74	81	48
YPL038W-A	35	75	55	14	64	33	55	58	50
YPL039W	74	184	137	55	113	47	130	137	89
YPL040C	567	868	828	465	645	465	733	769	580
YPL041C	27	41	49	19	60	34	33	29	30
YPL042C	168	320	272	146	224	183	216	218	198
YPL043W	909	1604	1383	732	1109	712	1021	1144	814
YPL045W	309	512	497	283	395	299	314	458	293
YPL046C	103	166	172	90	100	90	123	150	101
YPL047W	115	180	147	115	152	102	115	150	78
YPL048W	3421	5876	5161	2750	3940	2704	3314	3707	2518
YPL049C	447	768	680	244	552	376	418	591	374
YPL050C	388	767	545	404	448	408	461	482	309
YPL051W	155	156	124	70	114	71	105	154	56
YPL052W	107	142	112	106	93	62	91	131	74
YPL053C	660	1364	1062	638	851	594	724	815	515
YPL054W	98	182	164	159	224	147	163	179	111
YPL055C	263	456	393	219	308	277	226	333	203
YPL056C	58	107	79	39	76	56	63	66	52
YPL057C	445	824	795	472	741	557	615	801	490
YPL058C	790	1210	1126	693	908	675	752	938	621
YPL059W	453	871	699	444	610	527	496	681	416
YPL060W	61	124	114	59	66	37	96	119	54
YPL061W	11520	20940	17290	8673	12199	8703	9831	13218	8222
YPL063W	879	1621	1442	814	1171	923	1180	1410	874
YPL064C	111	221	195	133	190	121	189	240	134
YPL065W	120	263	195	116	146	93	117	167	114
YPL066W	200	353	384	191	287	152	235	264	194
YPL067C	95	204	180	101	138	84	152	170	61
YPL068C	29	57	64	27	62	28	46	64	39
YPL069C	102	94	129	50	101	74	126	112	71
YPL070W	173	381	280	118	200	155	167	270	159
YPL071C	39	81	51	23	82	41	68	92	31
YPL072W	117	251	198	134	197	127	132	218	112
YPL074W	360	512	473	286	366	338	367	414	269
YPL075W	256	392	330	187	293	187	352	413	124
YPL076W	38	59	48	21	59	28	68	45	44
YPL077C	41	111	95	47	90	36	72	62	58
YPL078C	2328	4052	3564	2236	3044	2360	2717	3202	2089
YPL079W	4711	9273	7773	4504	6286	5075	5924	7198	4565
YPL081W	6974	11474	10769	5518	7372	5337	8580	11302	7245
YPL082C	1685	2724	2229	1296	2011	1299	1542	1807	1157
YPL083C	220	311	267	138	213	155	198	271	187
YPL084W	532	838	827	428	563	436	625	810	448
YPL085W	2078	3337	3114	1646	2548	1701	2052	2439	1604
YPL086C	749	1427	1109	617	868	659	788	796	535
YPL087W	329	565	448	298	370	367	313	373	231
YPL088W	99	144	129	71	106	105	172	152	105
YPL089C	193	274	217	119	218	122	230	220	127
YPL090C	15115	27923	22635	14049	18209	14231	17296	21052	13425
YPL091W	1067	2039	1672	932	1341	943	974	1086	665
YPL092W	138	238	216	151	135	89	128	180	105
YPL093W	2100	3576	3075	1698	2335	1501	2523	2449	1924
YPL094C	573	929	663	473	630	434	774	1004	628
YPL095C	611	1059	997	822	1116	774	574	618	446
YPL096C-A	38	75	67	37	63	49	56	47	35
YPL096W	213	327	288	159	289	187	220	247	185
YPL097W	353	755	578	349	498	350	474	532	411
YPL098C	684	1120	995	552	750	614	709	743	484
YPL099C	144	201	191	129	157	151	187	228	144
YPL100W	120	262	195	159	158	86	140	136	83
YPL101W	636	1069	749	475	640	518	603	691	408
YPL103C	189	476	401	187	285	213	310	312	198
YPL104W	355	586	502	331	395	378	489	499	320
YPL105C	692	1199	1240	663	865	616	913	1030	718
YPL106C	12857	21524	19073	9485	13688	9305	13084	15372	10125
YPL107W	271	341	306	186	261	188	263	331	205
YPL108W	158	220	191	135	181	121	144	200	150
YPL109C	292	428	333	194	322	172	334	400	271
YPL110C	296	477	355	249	328	266	394	506	238
YPL111W	150	292	235	110	132	150	96	161	93
YPL112C	497	743	603	391	544	370	424	510	328
YPL113C	106	211	121	102	121	84	85	135	80
YPL115C	595	973	806	516	703	533	607	837	491
YPL116W	433	803	678	394	549	428	510	596	298
YPL117C	664	1480	1197	624	896	725	675	800	623
YPL118W	1197	1931	1751	966	1286	960	1361	1598	1090
YPL119C	105	303	233	132	172	90	117	138	63
YPL119C-A	27	91	61	17	53	38	37	48	33
YPL120W	121	208	166	86	159	111	175	213	103
YPL121C	11	17	12	12	22	3	9	7	5
YPL122C	163	350	304	169	229	187	228	207	146
YPL123C	46	133	60	66	78	91	59	81	58
YPL124W	62	140	82	61	86	53	68	102	60
YPL125W	759	1142	1075	528	789	598	694	773	577
YPL126W	1246	2260	1905	1052	1327	827	1286	1279	1055
YPL127C	274	601	490	330	501	295	352	437	297
YPL128C	458	845	639	406	556	388	491	553	404
YPL129W	442	692	669	392	506	378	503	673	398
YPL130W	52	82	65	30	71	28	58	71	75
YPL131W	13394	25219	20933	12656	16723	12660	15952	19010	11387
YPL132W	157	384	182	141	194	194	171	229	146
YPL133C	166	225	225	132	165	73	147	178	132
YPL134C	460	909	740	490	727	480	510	629	448
YPL135W	955	1543	1385	745	1164	863	765	1076	795
YPL137C	698	1443	1311	744	1154	681	807	943	611
YPL138C	145	207	207	109	170	142	224	168	122
YPL139C	171	353	305	199	277	204	181	229	154
YPL140C	199	425	374	183	291	220	228	222	177
YPL141C	248	580	428	223	361	243	348	432	272
YPL143W	7625	12191	11232	6422	8854	6509	8071	10328	6081
YPL144W	179	412	316	186	281	146	199	241	214
YPL145C	1389	2552	2357	1236	1849	1337	1704	1834	1204
YPL146C	372	580	522	242	437	276	390	417	347
YPL147W	75	88	88	41	87	40	39	69	46
YPL148C	33	49	37	35	27	34	26	56	31
YPL149W	93	157	130	109	128	104	96	157	80
YPL150W	323	628	505	290	445	319	308	355	233
YPL151C	266	468	358	212	327	240	278	314	195
YPL152W	214	349	261	142	200	185	257	287	178
YPL152W-A	0	3	5	2	1	2	8	3	0
YPL153C	201	328	289	198	224	139	183	272	156
YPL154C	1672	3622	2638	1802	2230	1779	1907	1979	1290
YPL155C	281	569	530	365	447	288	428	470	269
YPL156C	60	85	106	91	98	55	97	71	45
YPL157W	214	280	306	195	258	205	259	239	218
YPL158C	355	764	655	407	528	361	524	697	395
YPL159C	88	254	163	98	141	75	154	174	83
YPL160W	6124	10953	9824	4981	7663	5127	5822	6542	4664
YPL161C	178	488	386	155	284	238	219	261	148
YPL162C	124	203	173	131	121	162	132	180	129
YPL163C	557	998	770	458	696	441	660	882	483
YPL164C	159	271	237	151	192	159	188	234	105
YPL165C	16	6	19	1	13	8	14	11	10
YPL166W	44	91	64	58	65	52	67	83	54
YPL167C	180	304	336	93	217	161	176	232	122
YPL168W	80	142	105	72	98	95	82	128	115
YPL169C	735	1112	1010	612	884	621	644	809	600
YPL170W	324	517	412	249	379	241	352	435	230
YPL171C	236	424	351	253	479	350	114	154	98
YPL172C	350	763	626	368	521	427	455	609	466
YPL173W	401	767	625	340	602	380	412	526	320
YPL174C	165	212	204	122	147	137	133	146	101
YPL175W	220	262	370	175	304	149	205	222	148
YPL176C	528	963	823	425	626	475	490	639	407
YPL177C	348	535	524	319	372	220	311	461	316
YPL178W	368	621	529	352	431	318	456	535	343
YPL179W	758	1199	1149	811	1041	740	835	1087	751
YPL180W	224	570	444	207	363	283	334	388	236
YPL181W	456	892	747	509	680	413	481	641	423
YPL183C	840	1448	1196	683	872	686	909	917	625
YPL183W-A	178	336	340	177	243	193	235	200	141
YPL184C	777	1370	1135	724	1020	674	846	1137	776
YPL186C	37	59	42	10	45	24	43	69	28
YPL187W	0	3	0	6	0	3	3	12	2
YPL188W	488	917	871	447	626	417	460	527	455
YPL189C-A	242	333	366	216	274	207	182	217	128
YPL189W	38	64	54	33	48	27	38	29	43
YPL190C	923	1552	1276	699	967	669	910	1080	781
YPL191C	73	211	118	66	131	51	119	110	75
YPL192C	12	23	11	5	30	8	28	9	10
YPL193W	111	166	173	96	117	103	133	167	74
YPL194W	167	328	289	184	219	194	161	272	171
YPL195W	687	1264	1146	555	797	549	791	977	742
YPL196W	57	157	135	79	86	87	114	139	67
YPL198W	9079	16184	12580	7929	9086	7540	8864	10659	7477
YPL199C	213	346	339	218	214	227	425	478	363
YPL200W	6	3	0	0	1	0	0	4	0
YPL201C	7	22	42	0	28	17	8	15	12
YPL202C	177	279	235	134	193	123	199	208	134
YPL203W	264	462	359	214	301	227	285	334	184
YPL204W	828	1114	1023	542	871	585	644	831	628
YPL206C	467	826	858	458	633	453	554	614	380
YPL207W	1444	2367	2179	1119	1882	1212	1639	1983	1371
YPL208W	324	580	508	268	412	297	409	445	267
YPL209C	19	63	89	48	52	25	45	52	28
YPL210C	714	1317	1055	599	940	609	1006	1056	680
YPL211W	587	1001	747	499	659	507	656	584	379
YPL212C	528	842	788	453	522	421	604	679	374
YPL213W	152	290	239	115	165	162	142	180	113
YPL214C	151	310	213	148	209	161	186	225	144
YPL215W	349	800	651	432	551	446	584	676	392
YPL216W	216	374	295	233	247	170	183	205	189
YPL217C	1716	3019	2747	1435	1968	1287	1735	1941	1302
YPL218W	1757	3055	2173	1656	2068	1357	1718	2163	1332
YPL219W	91	166	212	78	149	97	133	152	92
YPL220W	15166	27017	24400	12845	18203	13488	17650	21786	13724
YPL221W	1171	2052	1718	1063	1435	1002	1578	1735	1073
YPL222W	313	576	475	310	331	276	367	405	259
YPL223C	9	22	16	6	13	12	6	23	24
YPL224C	188	366	340	159	275	204	200	290	173
YPL225W	817	1654	1322	736	989	719	990	1124	791
YPL226W	3307	5836	5007	2779	3711	2615	3477	4039	2686
YPL227C	335	550	561	263	401	272	412	486	355
YPL228W	273	401	419	220	297	203	331	316	167
YPL229W	41	89	71	38	49	55	53	65	35
YPL230W	83	147	80	75	76	59	51	68	51
YPL231W	19687	33980	28353	15449	20697	14381	23044	28675	17974
YPL232W	695	1019	961	534	735	528	812	939	583
YPL233W	85	195	106	123	115	75	118	133	88
YPL234C	1382	2247	1737	1235	1537	1080	1336	1431	886
YPL235W	796	1456	1202	613	810	691	1046	1086	658
YPL236C	80	165	123	59	174	62	100	96	45
YPL237W	1865	3227	2986	1547	2132	1519	2385	2850	1791
YPL239W	488	871	680	445	590	396	565	644	342
YPL240C	8239	16163	13537	7805	10619	7226	8688	10750	6879
YPL241C	352	571	484	257	472	241	348	349	240
YPL242C	894	1642	1462	811	1177	737	873	1241	736
YPL243W	816	1309	1109	585	935	655	880	1031	599
YPL244C	266	424	345	281	291	234	290	298	213
YPL245W	234	340	315	181	244	225	206	250	162
YPL246C	444	767	720	436	579	374	517	557	381
YPL247C	99	201	129	97	153	122	95	180	91
YPL248C	81	221	148	90	145	87	105	135	67
YPL249C	424	803	762	389	551	396	441	594	453
YPL249C-A	7360	13915	10161	6698	7726	6074	8327	10036	6638
YPL250C	502	826	863	359	644	272	569	792	397
YPL252C	688	1222	1002	570	758	584	859	986	561
YPL253C	89	191	179	81	144	112	198	173	92
YPL254W	239	540	416	229	271	188	303	343	226
YPL255W	160	329	243	134	208	131	171	191	155
YPL256C	642	1023	817	487	605	418	850	893	588
YPL257W	23	78	50	29	30	19	23	52	7
YPL258C	71	94	53	71	66	73	58	66	46
YPL259C	277	593	583	330	435	278	335	489	313
YPL260W	1271	1930	1828	943	1471	1031	1111	1469	1041
YPL262W	2439	4589	3593	2200	3486	2523	2550	2990	2231
YPL263C	831	1223	1293	710	901	632	795	909	594
YPL264C	48	96	101	69	64	72	57	50	18
YPL265W	86	110	111	43	17	35	75	119	35
YPL266W	397	737	664	434	527	360	391	447	355
YPL267W	59	111	97	39	65	58	80	110	27
YPL268W	156	221	261	136	158	121	169	220	147
YPL269W	201	284	224	148	233	132	228	260	121
YPL270W	1019	1581	1365	781	1260	897	1175	1388	779
YPL271W	1010	1841	1461	942	1341	950	1223	1483	826
YPL272C	9	25	17	6	26	5	21	26	20
YPL273W	320	519	516	349	457	249	313	385	236
YPL274W	973	1669	1357	779	1028	935	884	1258	628
YPL277C	95	261	232	130	249	180	231	224	160
YPL278C	29	100	74	25	88	83	81	41	60
YPL279C	229	311	308	221	263	146	209	254	166
YPL280W	30	14	19	21	26	8	41	24	10
YPL281C	103	211	141	107	237	94	139	153	95
YPL282C	3	26	9	10	10	5	10	13	8
YPL283C	813	1463	1263	706	1061	754	1023	1209	723
YPR001W	38	47	46	51	36	24	51	50	41
YPR002W	654	1255	1170	725	1188	767	1043	1212	788
YPR003C	245	445	341	194	243	187	195	216	171
YPR004C	1140	1798	1679	848	1354	939	1167	1380	868
YPR005C	73	150	95	63	139	65	87	97	58
YPR006C	111	167	160	97	106	94	131	121	85
YPR007C	6	14	11	6	2	0	10	7	7
YPR008W	285	436	522	247	287	265	381	462	257
YPR009W	155	309	286	153	241	174	219	239	174
YPR010C	4068	7473	5977	3402	4601	3469	4149	4655	2948
YPR010C-A	1116	2141	1591	1061	1463	1216	1079	1289	825
YPR011C	242	536	361	212	342	261	259	391	251
YPR013C	76	99	64	39	74	52	56	78	27
YPR015C	10	33	11	4	20	19	17	30	18
YPR016C	1579	2678	2282	1397	1827	1210	1525	1754	1200
YPR017C	136	198	222	129	154	143	163	198	117
YPR018W	185	311	332	143	200	127	176	298	166
YPR019W	810	1368	1208	635	972	677	792	1031	534
YPR020W	363	934	744	481	626	520	525	581	423
YPR021C	324	508	514	312	557	361	402	478	317
YPR022C	421	697	592	383	567	467	472	595	355
YPR023C	747	1168	986	562	834	692	778	938	569
YPR024W	2269	4014	3532	1782	3005	1937	2270	2815	1754
YPR025C	220	320	343	197	291	148	177	230	181
YPR026W	145	338	313	165	282	171	207	272	149
YPR027C	1	0	0	0	0	0	0	0	0
YPR028W	771	1510	1245	725	903	709	913	950	650
YPR029C	967	1886	1775	936	1439	902	968	1155	735
YPR030W	147	409	252	145	403	173	244	281	201
YPR031W	173	353	255	182	275	172	197	259	219
YPR032W	326	596	496	294	378	266	351	399	313
YPR033C	1622	3027	2368	1415	1922	1568	1634	1790	1215
YPR034W	749	1268	1153	648	1010	703	779	876	556
YPR035W	10865	19262	15675	8547	10753	7873	9776	12136	8055
YPR036W	2413	4404	3608	2076	3373	2259	3245	3068	2135
YPR036W-A	1840	3194	2688	1697	2311	1630	2231	2813	1973
YPR037C	230	448	360	182	301	184	312	299	181
YPR040W	131	300	257	160	207	164	166	176	118
YPR041W	2037	3253	3047	1581	2243	1649	2172	2500	1843
YPR042C	415	687	655	292	465	311	426	533	353
YPR043W	5660	10041	8317	4927	6655	5752	6860	7619	5077
YPR045C	182	369	295	179	236	206	235	248	195
YPR046W	94	182	163	98	138	72	92	149	94
YPR047W	270	552	533	280	456	221	365	446	321
YPR048W	447	957	599	399	609	344	387	511	303
YPR049C	243	390	402	183	302	172	250	389	208
YPR051W	288	411	319	202	276	200	261	268	214
YPR052C	277	572	538	316	481	294	347	558	278
YPR054W	16	3	6	5	5	1	6	12	1
YPR055W	409	682	721	397	360	288	425	612	401
YPR056W	137	296	265	175	145	111	204	209	160
YPR057W	206	343	268	180	295	151	231	290	182
YPR058W	523	1084	700	480	711	496	454	600	295
YPR060C	104	208	205	117	145	111	199	222	157
YPR061C	89	118	131	88	71	78	74	89	60
YPR062W	619	1168	1090	667	798	585	755	861	532
YPR063C	528	926	850	547	582	554	559	694	464
YPR065W	171	414	373	198	198	182	294	295	166
YPR066W	115	241	182	108	127	83	116	156	114
YPR067W	185	393	292	136	220	169	252	265	182
YPR068C	79	182	171	87	108	108	108	120	97
YPR069C	1147	2129	1695	967	1440	1153	1273	1225	1002
YPR070W	200	288	271	195	271	157	254	279	204
YPR071W	57	125	78	43	61	31	65	59	49
YPR072W	421	694	667	347	489	381	511	776	450
YPR073C	156	397	289	155	226	182	230	329	223
YPR074C	7125	13118	11014	6162	8251	6038	8281	9364	6498
YPR075C	304	761	589	333	536	362	430	498	367
YPR078C	0	3	0	0	2	0	0	11	0
YPR079W	184	278	289	108	209	160	155	209	115
YPR080W	177515	316328	269929	147453	206109	152380	195536	239957	150942
YPR081C	289	462	386	194	325	197	270	301	179
YPR082C	300	536	414	219	371	271	336	405	238
YPR083W	232	416	419	200	222	207	280	318	194
YPR084W	101	190	207	115	118	111	99	174	104
YPR085C	99	169	136	59	143	103	111	199	91
YPR086W	614	1194	1072	578	775	552	594	787	415
YPR088C	917	1450	1393	746	973	762	814	933	677
YPR089W	762	1221	1375	636	1039	674	823	1034	634
YPR091C	469	880	792	399	695	411	513	607	486
YPR093C	139	198	178	139	142	125	152	170	87
YPR094W	71	148	140	54	64	73	64	69	46
YPR095C	341	554	539	280	472	279	400	450	303
YPR096C	29	51	70	20	33	32	39	64	32
YPR097W	777	1467	1178	666	991	695	804	973	695
YPR098C	262	475	330	241	282	269	354	408	264
YPR100W	825	1410	1273	669	1040	775	1007	1233	783
YPR101W	191	282	290	195	240	175	226	235	135
YPR102C	13479	25496	21346	11420	17616	11879	15885	19225	11707
YPR103W	1908	3389	2810	1623	2089	1486	1408	1865	1245
YPR104C	433	726	660	312	483	339	463	499	332
YPR105C	526	1015	844	482	697	517	654	676	585
YPR106W	155	226	208	124	168	59	120	150	90
YPR107C	121	232	147	76	150	111	110	164	79
YPR108W	1238	2161	1691	1057	1495	1205	1431	1713	1001
YPR108W-A	20	36	57	16	37	22	35	26	30
YPR109W	114	257	217	82	125	122	119	157	144
YPR110C	1221	1862	1428	852	1167	948	1050	1281	870
YPR111W	202	371	371	161	295	198	188	256	195
YPR112C	544	808	790	449	558	466	532	645	397
YPR113W	745	1305	1023	699	841	729	847	1101	593
YPR114W	482	880	811	475	612	498	600	678	359
YPR115W	634	1050	861	509	924	513	754	978	602
YPR116W	80	185	150	77	94	79	81	80	86
YPR117W	937	1398	1274	718	1143	815	840	1052	682
YPR118W	1258	2402	1971	1242	1481	1096	1432	1717	1131
YPR119W	248	444	337	203	308	225	367	421	229
YPR120C	111	224	196	82	159	102	121	111	72
YPR121W	51	70	66	44	79	78	77	53	33
YPR122W	438	734	650	299	447	304	416	553	338
YPR124W	98	244	199	108	156	154	132	190	90
YPR125W	529	1093	1011	537	751	583	899	945	620
YPR127W	154	258	237	148	227	114	195	263	123
YPR128C	282	607	417	252	353	318	487	385	291
YPR129W	374	926	730	419	665	471	601	648	458
YPR131C	146	188	185	129	184	130	156	168	107
YPR132W	7194	13901	10623	6622	8427	7384	7927	9822	6132
YPR133C	335	631	526	289	378	314	452	610	404
YPR133W-A	518	855	876	434	575	438	640	688	502
YPR134W	241	327	324	223	293	165	231	286	163
YPR135W	412	694	695	327	472	413	466	656	360
YPR137W	776	1135	1179	564	876	612	749	764	611
YPR138C	493	853	725	496	694	521	509	693	410
YPR139C	221	355	277	191	253	177	239	326	183
YPR140W	179	210	203	132	164	137	215	205	139
YPR141C	298	399	394	239	335	215	281	372	255
YPR143W	214	412	320	172	253	180	240	296	191
YPR144C	405	730	640	354	474	375	409	470	340
YPR145C-A	20	22	3	8	13	2	8	15	6
YPR145W	8117	13504	11314	5863	8300	5605	5795	7301	4669
YPR147C	308	405	335	224	291	219	258	336	244
YPR148C	396	746	726	351	551	406	611	704	531
YPR149W	2108	4078	3386	2039	2753	1811	1570	2230	1333
YPR151C	118	257	209	149	202	115	121	162	117
YPR152C	144	237	213	104	176	118	114	157	104
YPR153W	43	124	67	33	72	51	75	50	39
YPR154W	115	263	232	141	233	123	169	192	106
YPR155C	454	716	702	345	508	417	383	477	287
YPR156C	548	962	729	437	550	467	503	631	460
YPR157W	28	50	56	35	49	26	26	35	36
YPR158W	195	379	326	169	293	228	223	367	196
YPR159C-A	0	2	0	1	2	0	3	0	0
YPR159W	1525	2837	2288	1262	1754	1432	1617	1970	1371
YPR160W	520	1163	874	598	949	552	722	711	508
YPR161C	395	707	548	342	494	406	384	423	301
YPR162C	218	309	268	173	203	157	223	274	174
YPR163C	1942	3534	2938	1869	2158	1756	2006	2457	1519
YPR164W	649	989	871	482	721	505	719	685	481
YPR165W	2147	3731	3407	1973	2697	1943	2868	3549	2147
YPR166C	455	851	599	412	493	397	550	524	381
YPR167C	1408	2188	2017	1112	1586	1107	1419	1894	1241
YPR168W	105	142	158	83	126	85	102	165	93
YPR169W	589	978	827	504	559	520	637	792	449
YPR170W-B	411	914	590	440	494	473	549	613	387
YPR171W	282	499	486	256	325	240	350	402	250
YPR172W	286	478	401	283	275	238	284	332	164
YPR173C	691	1083	1059	582	835	625	799	915	579
YPR174C	115	188	222	129	116	82	133	185	135
YPR175W	202	374	290	142	214	98	223	196	138
YPR176C	154	320	237	161	183	176	270	310	168
YPR178W	232	365	391	195	272	198	204	284	211
YPR179C	192	304	229	124	193	124	212	245	156
YPR180W	269	434	444	196	333	244	299	342	269
YPR181C	3517	6128	5456	3127	4356	2756	3915	4261	3029
YPR182W	341	524	494	308	390	253	226	357	297
YPR183W	1119	2061	1733	905	1230	871	1353	1672	1051
YPR184W	411	818	685	377	640	451	602	879	494
YPR185W	287	488	332	185	308	182	316	422	268
YPR186C	95	183	168	107	158	76	141	132	73
